match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref,similarity_score
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Hanoi,lao cai,hanoi,coal,unknown,100.0,100.0,0.0,False,False,False,,,40.0
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase I,Son La,quang ngai,son la,coal,unknown,2400.0,2400.0,0.0,False,False,False,,,50.0
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Vung Tau LNG,quang ngai,vung tau,coal,imported gas,2000.0,1500.0,25.0,False,False,False,,,54.54545454545454
exact,Duyen Hai 1,Duyên Hai 1,tra vinh,thai binh,coal,coal,1244.0,1200.0,3.5,True,True,False,,,100.0
exact_capacity_diff,Duyen Hai 2,Buon Kuop B,tra vinh,dak lak,coal,unknown,600.0,75.0,87.5,False,True,False,,,38.095238095238095
exact,Duyen Hai 3,Duyên Hai 3,tra vinh,thai binh,coal,coal,1244.0,1200.0,3.5,True,True,False,,,100.0
fuzzy,Duyen Hai 3 Extension,Duyên Hai 3 Expansion,tra vinh,thai binh,coal,coal,660.0,660.0,0.0,True,False,False,,,90.47619047619048
exact,Duyên Hải 2,Duyên Hai 2,tra vinh,thai binh,coal,coal,1200.0,1200.0,0.0,True,True,False,,,100.0
exact_capacity_diff,Formosa HT2,Phu My Gas 4,ha tinh,vung tau,coal,gas,650.0,460.0,29.2,False,False,False,,,31.57894736842105
exact_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,Thac Mo,ha tinh,binh phuoc,coal,unknown,450.0,150.0,66.7,False,False,False,,,60.0
exact_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,Bak Han 2,ha tinh,lao cai,coal,unknown,450.0,120.0,73.3,False,False,False,,,50.0
exact,Hai Duong,Hai Duong,hai duong,hai duong,coal,unknown,1200.0,75.0,93.8,False,True,True,,,100.0
exact_capacity_diff,Hai Ha CHP Phase 1,Suoi Sap 2,quang ninh,yen bai,coal,unknown,150.0,140.0,6.7,False,False,False,,,50.0
exact_capacity_diff,Hai Ha CHP Phase 2,Phu My Gas 8,quang ninh,vung tau,coal,gas,750.0,460.0,38.7,False,False,False,,,52.63157894736843
exact_capacity_diff,Hai Ha CHP Phase 3,Hai Phong Gas 4,quang ninh,hai phong,coal,gas,600.0,460.0,23.3,False,False,False,,,63.63636363636363
exact_capacity_diff,Hai Ha CHP Phase 4,Cuu Long Gas 7,quang ninh,long an,coal,gas,600.0,460.0,23.3,False,False,False,,,40.0
fuzzy_capacity_diff,Hai Phong 1,Hai Phong Gas 8,hai phong,hai phong,coal,gas,600.0,460.0,23.3,False,True,True,,,95.23809523809523
fuzzy_capacity_diff,Hai Phong 2,Hai Phong Gas 9,hai phong,hai phong,coal,gas,600.0,460.0,23.3,False,True,True,,,95.23809523809523
fuzzy_capacity_diff,Hai Phong 3,Hai Phong Gas 3,hai phong,hai phong,coal,gas,1200.0,460.0,61.7,False,False,True,,,95.23809523809523
fuzzy_capacity_diff,Hải Phòng,Hai Phong Gas 6,hai phong,hai phong,gas,gas,500.0,460.0,8.0,True,False,True,,,100.0
exact_capacity_diff,LNG Bà Rịa 2,Hai Phong Gas 1,ba ria - vung tau,hai phong,gas,gas,1200.0,460.0,61.7,True,False,False,,,50.0
fuzzy_capacity_diff,LNG Bạc Liêu,Bac Lieu LNG 1,bac lieu,bac lieu,gas,imported gas,3200.0,1500.0,53.1,False,False,True,,,100.0
exact_capacity_diff,LNG Bến Tre,Tri An 5,ben tre,dong nai,gas,coal,3000.0,1240.0,58.7,False,False,False,,,44.44444444444444
fuzzy,LNG Cà Mau 1,Ca Mau LNG 2,ca mau,ca mau,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,,93.33333333333333
exact_capacity_diff,LNG Cà Ná,Muong La 1,ninh thuan,son la,gas,unknown,1500.0,120.0,92.0,False,False,False,,,50.0
exact_capacity_diff,LNG Hiệp Phước (phase I),Thanh Lô Đ 1,tp ho chi minh,vinh phuc,gas,coal,1200.0,1200.0,0.0,False,False,False,,,33.333333333333336
exact_capacity_diff,LNG Hiệp Phước (phase II),Thanh Bình 2,tp ho chi minh,dong nai,gas,coal,1500.0,1240.0,17.3,False,False,False,,,33.333333333333336
exact_capacity_diff,LNG Hải Lăng,Thai Nguyen LNG,quang tri,thai nguyen,gas,imported gas,1500.0,1500.0,0.0,False,True,False,,,80.0
fuzzy_capacity_diff,LNG Hải Phòng 1 (Tiên Lãng),Hai Phong Gas 7,hai phong,hai phong,coal,gas,4500.0,460.0,89.8,False,True,True,,,95.23809523809523
fuzzy_capacity_diff,LNG Hải Phòng 2 (Cát Hải),Hai Phong Gas 5,hai phong,hai phong,coal,gas,1600.0,460.0,71.2,False,True,True,,,95.23809523809523
fuzzy_capacity_diff,LNG Hải Phòng 3 (Cát Hải),Hai Phong Gas 10,hai phong,hai phong,coal,gas,4500.0,460.0,89.8,False,False,True,,,95.23809523809523
fuzzy_capacity_diff,LNG Hải Phòng 4 (Đồ Sơn),Hai Phong LNG 1,hai phong,hai phong,gas,imported gas,4500.0,1500.0,66.7,False,False,True,,,95.23809523809523
exact_capacity_diff,LNG Long An I,Hoa Binh LNG,long an,hoa binh,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,,50.0
exact_capacity_diff,LNG Long An I phase 2,Tri An 2,long an,dong nai,gas,coal,1500.0,1240.0,17.3,False,False,False,,,50.0
fuzzy,LNG Long An II,Long An LNG,long an,long an,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,,94.11764705882352
exact_capacity_diff,LNG Long An II phase 2,Hai Phong Gas 2,long an,hai phong,gas,gas,1500.0,460.0,69.3,True,False,False,,,60.86956521739131
exact_capacity_diff,LNG Long Sơn,Lai Chau 1,ba ria - vung tau,lai chau,gas,unknown,1200.0,1200.0,0.0,False,False,False,,,33.333333333333336
exact_capacity_diff,LNG Mũi Kê Gà 1,Phu My Gas 9,binh thuan,vung tau,gas,gas,1200.0,460.0,61.7,True,False,False,,,57.14285714285714
exact_capacity_diff,"LNG Mũi Kê Gà 2,3",Son La LNG,binh thuan,son la,gas,imported gas,2400.0,1500.0,37.5,False,False,False,,,35.29411764705882
fuzzy_capacity_diff,LNG Nghi Sơn (Thanh Hóa),Nghi Son LNG 2,thanh hoa,thanh hoa,gas,imported gas,5000.0,1500.0,70.0,False,False,True,,,100.0
exact_capacity_diff,LNG Nhơn Trạch 3,Luu Xang 1,đong nai,thanh hoa,gas,unknown,750.0,240.0,68.0,False,True,False,,,33.333333333333336
exact_capacity_diff,LNG Nhơn Trạch 4,Suoi Sap 1,đong nai,yen bai,gas,unknown,750.0,140.0,81.3,False,True,False,,,40.0
exact_capacity_diff,LNG Phong Điền – Huế,Phu My Gas 1,hue,vung tau,gas,gas,3000.0,460.0,84.7,True,False,False,,,44.44444444444444
fuzzy_capacity_diff,LNG Phú Mỹ 3.1,Phú Mỹ 2,ba ria - vung tau,vung tau,gas,coal,850.0,715.0,15.9,False,False,False,,,93.33333333333333
exact_capacity_diff,LNG Quảng Bình,Thanh Bình 6,quang binh,dong nai,gas,coal,3000.0,1240.0,58.7,False,False,False,,,70.0
exact_capacity_diff,LNG Quảng Ninh 1 (Cẩm Phả),Thanh Bình 1,quang ninh,dong nai,gas,coal,1500.0,1240.0,17.3,False,False,False,,,72.72727272727273
exact_capacity_diff,LNG Quảng Ninh 2 (Cẩm Phả),Vũ An,quang ninh,bac giang,gas,coal,1500.0,1200.0,20.0,False,False,False,,,66.66666666666667
exact_capacity_diff,LNG Quảng Ninh 4 (Hải Hà),Bac Me 2,quang ninh,ha giang,gas,unknown,3000.0,120.0,96.0,False,False,False,,,28.57142857142857
exact_capacity_diff,LNG Quảng Trạch 2,Hai Duong LNG,quang binh,hai duong,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,,42.10526315789473
exact_capacity_diff,LNG Quỳnh Lập,Phu Yen LNG,nghe an,phu yen,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,,55.55555555555556
exact_capacity_diff,LNG Sông Đốc (Cà Mau),Cuu Long Gas 1,ca mau,long an,gas,gas,3000.0,460.0,84.7,True,False,False,,,50.0
exact_capacity_diff,LNG Sơn Mỹ I,Thanh Bình 3,binh thuan,dong nai,gas,coal,2250.0,1240.0,44.9,False,False,False,,,37.5
exact_capacity_diff,LNG Sơn Mỹ II,Buon Kuop,binh thuan,dak lak,gas,unknown,2250.0,75.0,96.7,False,False,False,,,46.15384615384615
exact_capacity_diff,LNG Vân Phong (J-Power),Binh Thuan,khanh hoa,binh thuan,gas,unknown,3000.0,75.0,97.5,False,False,False,,,47.05882352941176
exact_capacity_diff,LNG Vân Phong (Mỹ Giang) phase 2,Binh Dinh LNG,khanh hoa,binh dinh,gas,imported gas,3000.0,1500.0,50.0,False,False,False,,,45.45454545454546
exact_capacity_diff,LNG miền Nam,Tri An 1,"hiep phuoc 2, ben tre, mui ke ga, ca mau,",dong nai,gas,coal,1500.0,1240.0,17.3,False,False,False,,,46.15384615384615
exact_capacity_diff,Lee & Man,Na Di,hau giang,bac kan,coal,unknown,125.0,120.0,4.0,False,False,False,,,33.333333333333336
exact_capacity_diff,Long An 2,Lai Chau 3,long an,lai chau,gas,unknown,1600.0,1200.0,25.0,False,False,False,,,46.15384615384615
exact_capacity_diff,Long An 1,Vân Đồn 1,long an,quang ninh,gas,coal,1200.0,1200.0,0.0,False,False,False,,,62.5
exact_capacity_diff,Long Phú 1,Phu Tho,soc trang,phu tho,coal,unknown,1200.0,75.0,93.8,False,False,False,,,66.66666666666667
exact_capacity_diff,Long Phú 2,Hoa Binh Upper,soc trang,hoa binh,coal,unknown,1320.0,480.0,63.6,False,False,False,,,42.10526315789473
exact_capacity_diff,Long Phú 3,Tri An 3,soc trang,dong nai,coal,coal,1800.0,1240.0,31.1,True,False,False,,,42.85714285714286
exact_capacity_diff,Mao Khe,Muong La 2,quang ninh,son la,coal,unknown,440.0,120.0,72.7,False,False,False,,,46.15384615384615
fuzzy_capacity_diff,Mong Duong 1,Mông Dương 4,quang ninh,quang ninh,coal,coal,1080.0,1200.0,11.1,True,False,True,,,95.65217391304348
fuzzy_capacity_diff,Mong Duong 2,Mông Dương 3,quang ninh,quang ninh,coal,coal,1240.0,1200.0,3.2,True,False,True,,,95.65217391304348
fuzzy_capacity_diff,Na Dương 1,Mông Dương 1,lang son,quang ninh,coal,coal,110.0,1200.0,990.9,True,True,False,,,90.0
fuzzy_capacity_diff,Na Dương 2,Mông Dương 2,lang son,quang ninh,coal,coal,110.0,1200.0,990.9,True,True,False,,,90.0
exact_capacity_diff,Nam Dinh 1,Quang Son 2,nam dinh,thanh hoa,coal,unknown,1200.0,120.0,90.0,False,False,False,,,44.44444444444444
exact,Nghi Son 1,Nghi Sơn 1,thanh hoa,thanh hoa,coal,coal,600.0,1200.0,100.0,True,True,True,,,100.0
exact,Nghi Son 2,Nghi Sơn 2,thanh hoa,thanh hoa,coal,coal,1200.0,1200.0,0.0,True,True,True,,,100.0
exact,Ninh Binh,Ninh Binh,ninh binh,ninh binh,coal,unknown,100.0,75.0,25.0,False,False,True,,,100.0
fuzzy_capacity_diff,Ninh Thuan Novatek project,Ninh Thuan LNG,ninh thuan,ninh thuan,gas,imported gas,4500.0,1500.0,66.7,False,False,True,,,92.3076923076923
exact_capacity_diff,Nong Son 1,Da Nang,quang nam,da nang,coal,unknown,30.0,75.0,150.0,False,False,False,,,54.54545454545454
fuzzy_capacity_diff,NĐ Cần Thơ,Can Tho,can tho,can tho,unknown,unknown,165.0,75.0,54.5,True,False,True,,,100.0
exact_capacity_diff,NĐ Hiệp Phước,Ho Chi Minh City,tp ho chi minh,tp ho chi minh,unknown,unknown,310.0,150.0,51.6,True,False,True,,,46.15384615384615
exact_capacity_diff,NĐ LNG miền Bắc,Son La Bio,"thai binh, nam đinh, nghi son, thanh hoa",son la,gas,unknown,0.0,75.0,,False,False,False,,,52.63157894736843
exact_capacity_diff,NĐ Thủ Đức,Phuoc Minh,tp ho chi minh,binh phuoc,gas,unknown,290.0,150.0,48.3,False,True,False,,,40.0
exact_capacity_diff,NĐ Ô Môn I,Phu My Gas 7,can tho,vung tau,unknown,gas,660.0,460.0,30.3,False,True,False,,,35.29411764705882
exact_capacity_diff,Phả Lại 1,Bac Can 1,hai duong,bac can,coal,unknown,440.0,120.0,72.7,False,False,False,,,62.5
exact_capacity_diff,Phả Lại 2,Cuu Long Gas 9,hai duong,long an,coal,gas,600.0,460.0,23.3,False,True,False,,,40.0
exact_capacity_diff,Phả Lại 3,Ban Ang 1,hai duong,son la,coal,unknown,660.0,120.0,81.8,False,False,False,,,50.0
exact_capacity_diff,Quang Ninh 1,Cuu Long Gas 5,quang ninh,long an,gas,gas,600.0,460.0,23.3,True,False,False,,,41.666666666666664
exact_capacity_diff,Quang Ninh 2,Cuu Long Gas 6,quang ninh,long an,gas,gas,600.0,460.0,23.3,True,False,False,,,41.666666666666664
exact_capacity_diff,Quang Ninh 3,Lai Chau 2,quang ninh,lai chau,gas,unknown,1200.0,1200.0,0.0,False,False,False,,,40.0
exact_capacity_diff,Quảng Trạch 1,Thanh Bình 5,quang binh,dong nai,coal,coal,1400.0,1240.0,11.4,True,True,False,,,43.47826086956522
exact_capacity_diff,Quảng Trạch 2,Ban Ve,quang binh,nghe an,gas,unknown,1200.0,240.0,80.0,False,False,False,,,50.0
exact,Quảng Trị 1,Quang Tri 1,quang tri,quang tri,coal,coal,1320.0,1200.0,9.1,True,False,True,,,100.0
exact,Quảng Trị 2,Quang Tri 2,quang tri,quang tri,coal,coal,1200.0,1200.0,0.0,True,False,True,,,100.0
exact_capacity_diff,Quỳnh Lập 1,Hà Quảng 1,nghe an,quang ngai,coal,coal,1200.0,1200.0,0.0,True,False,False,,,58.82352941176471
exact_capacity_diff,Quỳnh Lập 2,Nam Chien 3,nghe an,son la,coal,unknown,1200.0,120.0,90.0,False,False,False,,,40.0
exact_capacity_diff,Son Dong,Bac Me 3,bac giang,ha giang,coal,unknown,220.0,120.0,45.5,False,False,False,,,19.999999999999996
exact_capacity_diff,Sông Hậu 1,Nghi Sơn 4,hau giang,thanh hoa,coal,coal,1200.0,1200.0,0.0,True,False,False,,,53.333333333333336
exact_capacity_diff,Sông Hậu 2,Thua Thien Hue LNG,hau giang,thua thien hue,coal,imported gas,2000.0,1500.0,25.0,False,False,False,,,52.63157894736843
exact_capacity_diff,TBKHH Bà Rịa 1,Nam Chien 2,ba ria - vung tau,son la,gas,unknown,169.0,120.0,29.0,False,False,False,,,40.0
exact_capacity_diff,TBKHH Bà Rịa 2,Bac Can 2,ba ria - vung tau,bac can,gas,unknown,175.0,120.0,31.4,False,False,False,,,62.5
fuzzy_capacity_diff,TBKHH Dung Quất I,Dung Quat LNG,quang ngai,quang ngai,gas,imported gas,750.0,1500.0,100.0,False,False,True,,,95.23809523809523
exact_capacity_diff,TBKHH Dung Quất II,Cuu Long Gas 2,quang ngai,long an,gas,gas,750.0,460.0,38.7,True,False,False,,,63.1578947368421
exact_capacity_diff,TBKHH Dung Quất III,Hoa Binh Expansion,quang ngai,hoa binh,gas,unknown,750.0,480.0,36.0,False,False,False,,,27.27272727272727
exact_capacity_diff,"TBKHH Kiên Giang I, II",Nghi Son LNG 1,kien giang,thanh hoa,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,,53.84615384615385
exact_capacity_diff,TBKHH Nhơn Trạch I,Cuu Long Gas 4,đong nai,long an,gas,gas,465.0,460.0,1.1,True,True,False,,,47.61904761904761
exact_capacity_diff,TBKHH Nhơn Trạch II,Cuu Long Gas 10,đong nai,long an,gas,gas,750.0,460.0,38.7,True,True,False,,,45.45454545454546
exact,TBKHH Phú Mỹ 1,Phú Mỹ 1,ba ria - vung tau,vung tau,gas,coal,1140.0,390.0,65.8,False,True,False,,,100.0
fuzzy_capacity_diff,TBKHH Phú Mỹ 2.1,Phú Mỹ 6,ba ria - vung tau,vung tau,gas,coal,499.0,460.0,7.8,False,False,False,,,93.33333333333333
fuzzy_capacity_diff,TBKHH Phú Mỹ 2.1 MR,Phú Mỹ 4.1,ba ria - vung tau,vung tau,gas,coal,450.0,460.0,2.2,False,True,False,,,90.0
fuzzy_capacity_diff,TBKHH Phú Mỹ 2.2,Phú Mỹ 5,ba ria - vung tau,vung tau,gas,coal,740.0,460.0,37.8,False,False,False,,,93.33333333333333
exact,TBKHH Phú Mỹ 3,Phú Mỹ 3,ba ria - vung tau,vung tau,gas,coal,740.0,715.0,3.4,False,True,False,,,100.0
exact,TBKHH Phú Mỹ 4,Phú Mỹ 4,ba ria - vung tau,vung tau,gas,coal,468.0,715.0,52.8,False,True,False,,,100.0
fuzzy_capacity_diff,TBKHH Quảng Trị (khí Báo Vàng),Quang Tri LNG,quang tri,quang tri,gas,imported gas,340.0,1500.0,341.2,False,False,True,,,100.0
exact_capacity_diff,TBKHH miền Trung I,Phu My Gas 2,quang nam,vung tau,gas,gas,750.0,460.0,38.7,True,False,False,,,40.0
exact_capacity_diff,TBKHH miền Trung II,Phu My Gas 3,quang nam,vung tau,gas,gas,750.0,460.0,38.7,True,False,False,,,40.0
exact_capacity_diff,TBKHH Ô Môn I,Huoi Quang,can tho,lai chau,gas,unknown,660.0,520.0,21.2,False,False,False,,,42.85714285714286
exact_capacity_diff,TBKHH Ô Môn II,Dak Nong,can tho,dak nong,gas,unknown,1050.0,75.0,92.9,False,False,False,,,50.0
exact_capacity_diff,TBKHH Ô Môn III,Bak Han 1,can tho,lao cai,gas,unknown,1050.0,120.0,88.6,False,False,False,,,46.15384615384615
exact_capacity_diff,TBKHH Ô Môn IV,Cuu Long Gas 3,can tho,long an,gas,gas,1050.0,460.0,56.2,True,False,False,,,57.14285714285714
exact_capacity_diff,Thang Long,Phu My Gas 5,quang ninh,vung tau,coal,gas,600.0,460.0,23.3,False,True,False,,,33.333333333333336
exact_capacity_diff,Thái Bình 1,Phu My Gas 6,thai binh,vung tau,coal,gas,600.0,460.0,23.3,False,True,False,,,33.333333333333336
exact_capacity_diff,Thái Bình 2,Thanh Lô Đ 2,thai binh,vinh phuc,coal,coal,1200.0,1200.0,0.0,True,True,False,,,70.58823529411764
exact_capacity_diff,Tân Phước 1,Hà Quảng 2,tien giang,quang ngai,gas,coal,1200.0,1200.0,0.0,False,False,False,,,42.85714285714286
exact_capacity_diff,Tân Phước 2,Vân Đồn 2,tien giang,quang ninh,gas,coal,1200.0,1200.0,0.0,False,False,False,,,55.55555555555556
exact_capacity_diff,Uong Bi I,Lam Dong,quang ninh,lam dong,coal,unknown,105.0,75.0,28.6,False,False,False,,,50.0
exact_capacity_diff,Uong Bi I extension,Ban Ang 3,quang ninh,son la,coal,unknown,300.0,120.0,60.0,False,False,False,,,42.85714285714286
exact_capacity_diff,Uong Bi II extension,Thac Ba,quang ninh,yen bai,coal,unknown,330.0,120.0,63.6,False,True,False,,,30.76923076923077
exact_capacity_diff,Vedan Vietnam Cogeneration power station,Hoa Binh Bio,đong nai,hoa binh,coal,unknown,60.0,75.0,25.0,False,True,False,,,41.666666666666664
exact_capacity_diff,Vinh Tan 1,Nam Chien 1,binh thuan,son la,coal,unknown,1200.0,120.0,90.0,False,False,False,,,53.333333333333336
exact_capacity_diff,Vinh Tan 2,Thanh Bình 4,binh thuan,dong nai,coal,coal,1244.0,1240.0,0.3,True,True,False,,,53.333333333333336
exact_capacity_diff,Vinh Tan 3,Hoa Binh,binh thuan,hoa binh,coal,unknown,1980.0,1920.0,3.0,False,False,False,,,50.0
exact_capacity_diff,Vinh Tan 4,Cuu Long Gas 8,binh thuan,long an,coal,gas,1200.0,460.0,61.7,False,True,False,,,44.44444444444444
exact_capacity_diff,Vinh Tan 4 extension,Phu My Gas 10,binh thuan,vung tau,coal,gas,600.0,460.0,23.3,False,True,False,,,36.36363636363637
exact_capacity_diff,Vung Ang 1,Nghi Sơn 3,ha tinh,thanh hoa,coal,coal,1200.0,1200.0,0.0,True,False,False,,,55.55555555555556
exact_capacity_diff,Vung Ang 2,Tri An 6,ha tinh,dong nai,coal,coal,1330.0,1240.0,6.8,True,False,False,,,57.14285714285714
exact_capacity_diff,Vung Ang 3,Hai Phong LNG 2,ha tinh,hai phong,coal,imported gas,2400.0,1500.0,37.5,False,False,False,,,66.66666666666667
exact_capacity_diff,Vân Phong 1,Tri An 4,khanh hoa,dong nai,coal,coal,1432.0,1240.0,13.4,True,False,False,,,50.0
reference_only,LNG Bình Định,,binh đinh,,gas,,5000.0,,,,,,,,
reference_only,LNG Chân Mây,,hue,,gas,,4000.0,,,,,,,,
reference_only,"LNG Cà Mau 2,3",,ca mau,,gas,,3000.0,,,,,,,,
reference_only,LNG Cà Ná II+III,,ninh thuan,,gas,,4500.0,,,,,,,,
reference_only,LNG Cái Mép Hạ,,ba ria - vung tau,,gas,,6000.0,,,,,,,,
reference_only,LNG Hà Tĩnh,,ha tinh,,gas,,6000.0,,,,,,,,
reference_only,LNG Hải Lăng (2 and 3),,quang tri,,gas,,4500.0,,,,,,,,
reference_only,LNG Long Sơn II+III,,ba ria - vung tau,,gas,,3200.0,,,,,,,,
reference_only,LNG Long Sơn IV (địa điểm Tây),,ba ria - vung tau,,gas,,3600.0,,,,,,,,
reference_only,LNG Mỹ Giang,,khanh hoa,,gas,,6000.0,,,,,,,,
reference_only,LNG Núi Thành (Quảng Nam),,quang nam,,gas,,3200.0,,,,,,,,
reference_only,LNG Quảng Nam,,quang nam,,gas,,4000.0,,,,,,,,
reference_only,LNG Quảng Ninh 3 (Quảng Yên),,quang ninh,,gas,,4500.0,,,,,,,,
reference_only,LNG Thái Bình,,thai binh,,gas,,4500.0,,,,,,,,
reference_only,LNG Tân Phước,,tien giang,,gas,,4500.0,,,,,,,,
reference_only,"LNG Tân Thuận – Đầm Dơi, Cà Mau",,ca mau,,gas,,3200.0,,,,,,,,
reference_only,LNG Vân Phong (Mỹ Giang) phase 1,,khanh hoa,,gas,,3000.0,,,,,,,,
reference_only,Quảng Trị – Huế area,,quang tri,,gas,,4000.0,,,,,,,,
