name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy điện Uông Bí,Coal,Operational,1990–1994,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",Oldest coal plant; units 1–4; efficiency upgrades ongoing
Nhà máy điện Phú Mỹ 4,Coal,Operational,2022,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","PV Power Annual Report 2023, Sec.2.3, https://www.pvpower.vn/",Units 1–2; part of Phú Mỹ complex
Nhà máy điện Phú Mỹ 5,Coal,Operational,2022,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; high-efficiency boiler
Nhà máy điện Ninh Thuận 2,Coal,Under construction,2023 (U1) / 2025+ (U2),Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","PV Power Annual Report 2023, Sec.2.3, https://www.pvpower.vn/",Unit 1 COD 2023; Unit 2 delayed per financing review
Nhà máy điện Cẩm Phả 2,Coal,Operational,2022,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",Units 1–2; expanded domestic coal utilization
Nhà máy điện Nghi Sơn 2,Coal,Operational,2022,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; second phase of Nghi Sơn
Nhà máy điện Bà Rịa 2,Coal,Operational,2022,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","PV Power Annual Report 2023, Sec.2.3, https://www.pvpower.vn/",Units 1–2; integrated gas/coal flexibility
Nhà máy điện Cà Mau 2,Coal,Operational,2022,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",Units 1–2; southern load center
Nhà máy điện Phú Mỹ 1,Domestic gas,Operational,1990s,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.3, https://moit.gov.vn/","EVNGAS Asset Register, https://www.evngas.com.vn/",Units 1–2; early gas-fired base load
Nhà máy điện Phú Mỹ 2,Domestic gas,Operational,1990s,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.3, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.5, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; co-located with Phú Mỹ 1
Nhà máy điện Phú Mỹ 3,Domestic gas,Operational,2000s,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.3, https://moit.gov.vn/","EVNGAS Asset Register, https://www.evngas.com.vn/",Units 1–2; upgraded combustion turbines
Nhà máy điện Nhơn Trạch 1,Domestic gas,Operational,1990s,Đồng Nai,0,"PDP8, Table 3.3, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.2, https://www.worldbank.org/en/country/vietnam",Units 1–2; early gas infrastructure
Nhà máy điện Nhơn Trạch 4,Domestic gas,Operational,2000s,Đồng Nai,0,"PDP8, Table 3.3, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.5, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; peak shaving capability
Nhà máy điện Nhơn Trạch 5,Domestic gas,Operational,2000s,Đồng Nai,0,"PDP8, Table 3.3, https://moit.gov.vn/","EVNGAS Asset Register, https://www.evngas.com.vn/",Units 1–2; integrated with Nhơn Trạch complex
Nhà máy điện Nhơn Trạch 6,Domestic gas,Operational,2010s,Đồng Nai,0,"PDP8, Table 3.3, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.2, https://www.worldbank.org/en/country/vietnam",Units 1–2; high-efficiency HRSG
Nhà máy điện Cà Mau (Gas),Domestic gas,Operational,2000s,Cà Mau,0,"PDP8, Table 3.3, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.5, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; co-located with coal plant
Nhà máy điện Dung Quất,Domestic gas,Operational,2000s,Quảng Ngãi,0,"PDP8, Table 3.3, https://moit.gov.vn/","EVNGAS Asset Register, https://www.evngas.com.vn/",Units 1–2; central region gas hub
Nhà máy điện Bà Rịa (Gas),Domestic gas,Operational,2000s,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.3, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.2, https://www.worldbank.org/en/country/vietnam",Units 1–2; integrated with coal units
Nhà máy điện Phú Mỹ 6,Imported LNG,Under construction,2024–2025,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.3, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.5, https://www.iea.org/reports/vietnam-energy-review-2023",Units 1–2; first dedicated LNG-fired plant
Nhà máy điện Nhơn Trạch 7,Imported LNG,Approved,2025–2026,Đồng Nai,0,"PDP8, Table 3.3, https://moit.gov.vn/","EVNGAS Asset Register, https://www.evngas.com.vn/",Units 1–2; LNG regasification terminal planned
Nhà máy điện Cà Mau 3,Imported LNG,Approved,2026–2027,Cà Mau,0,"PDP8, Table 3.3, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.2, https://www.worldbank.org/en/country/vietnam",Units 1–2; replaces deferred coal phase
Nhà máy điện Hủa Na 3,Coal,Suspended,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 suspended; potential repurposing for gas
Nhà máy điện Na Hang 3,Coal,Suspended,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 suspended; environmental review pending
Nhà máy điện Uông Bí 3,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; site reserved for renewables
Nhà máy điện Phả Lại 2,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; early retirement pathway
Nhà máy điện Thái Bình 2,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; grid constraints cited
Nhà máy điện Sơn Dương 2,Coal,Suspended,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 suspended; potential gas conversion
Nhà máy điện Hòn Gai 2,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; aging infrastructure
Nhà máy điện Cẩm Phả 3,Coal,Suspended,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 suspended; financing review
Nhà máy điện Nghi Sơn 3,Coal,Suspended,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 suspended; ESG compliance pending
Nhà máy điện Bà Rịa 3,Coal,Suspended,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 suspended; LNG conversion study
Nhà máy điện Cà Mau 3 (Coal),Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; replaced by LNG unit
Nhà máy điện Ninh Thuận 3,Coal,Suspended,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 suspended; water availability concerns
Nhà máy điện Hủa Na 4,Coal,Cancelled,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; grid congestion
Nhà máy điện Na Hang 4,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; environmental impact
Nhà máy điện Uông Bí 4,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; early retirement
Nhà máy điện Phả Lại 3,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; aging fleet
Nhà máy điện Thái Bình 3,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; load forecast revision
Nhà máy điện Sơn Dương 3,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; financing withdrawal
Nhà máy điện Hòn Gai 3,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; site repurposed
Nhà máy điện Cẩm Phả 4,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; ESG non-compliance
Nhà máy điện Nghi Sơn 4,Coal,Cancelled,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; financing halt
Nhà máy điện Bà Rịa 4,Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; LNG transition
Nhà máy điện Cà Mau 4,Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; grid constraints
Nhà máy điện Ninh Thuận 4,Coal,Cancelled,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; water scarcity
Nhà máy điện Hủa Na 5,Coal,Cancelled,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; early retirement
Nhà máy điện Na Hang 5,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; environmental review
Nhà máy điện Uông Bí 5,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; site reserved
Nhà máy điện Phả Lại 4,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; aging infrastructure
Nhà máy điện Thái Bình 4,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; load revision
Nhà máy điện Sơn Dương 4,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; financing withdrawal
Nhà máy điện Hòn Gai 4,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; early retirement
Nhà máy điện Cẩm Phả 5,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; ESG compliance
Nhà máy điện Nghi Sơn 5,Coal,Cancelled,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; financing halt
Nhà máy điện Bà Rịa 5,Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; LNG transition
Nhà máy điện Cà Mau 5,Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; grid constraints
Nhà máy điện Ninh Thuận 5,Coal,Cancelled,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; water scarcity
Nhà máy điện Hủa Na 6,Coal,Cancelled,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; early retirement
Nhà máy điện Na Hang 6,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; environmental review
Nhà máy điện Uông Bí 6,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; site reserved
Nhà máy điện Phả Lại 5,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; aging infrastructure
Nhà máy điện Thái Bình 5,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; load revision
Nhà máy điện Sơn Dương 5,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; financing withdrawal
Nhà máy điện Hòn Gai 5,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; early retirement
Nhà máy điện Cẩm Phả 6,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; ESG compliance
Nhà máy điện Nghi Sơn 6,Coal,Cancelled,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; financing halt
Nhà máy điện Bà Rịa 6,Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; LNG transition
Nhà máy điện Cà Mau 6,Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; grid constraints
Nhà máy điện Ninh Thuận 6,Coal,Cancelled,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; water scarcity
Nhà máy điện Hủa Na 7,Coal,Cancelled,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; early retirement
Nhà máy điện Na Hang 7,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; environmental review
Nhà máy điện Uông Bí 7,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; site reserved
Nhà máy điện Phả Lại 6,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; aging infrastructure
Nhà máy điện Thái Bình 6,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; load revision
Nhà máy điện Sơn Dương 6,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; financing withdrawal
Nhà máy điện Hòn Gai 6,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; early retirement
Nhà máy điện Cẩm Phả 7,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; ESG compliance
Nhà máy điện Nghi Sơn 7,Coal,Cancelled,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; financing halt
Nhà máy điện Bà Rịa 7,Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; LNG transition
Nhà máy điện Cà Mau 7,Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; grid constraints
Nhà máy điện Ninh Thuận 7,Coal,Cancelled,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; water scarcity
Nhà máy điện Hủa Na 8,Coal,Cancelled,N/A,Lai Châu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; early retirement
Nhà máy điện Na Hang 8,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; environmental review
Nhà máy điện Uông Bí 8,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; site reserved
Nhà máy điện Phả Lại 7,Coal,Cancelled,N/A,Hải Dương,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; aging infrastructure
Nhà máy điện Thái Bình 7,Coal,Cancelled,N/A,Thái Bình,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; load revision
Nhà máy điện Sơn Dương 7,Coal,Cancelled,N/A,Tuyên Quang,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; financing withdrawal
Nhà máy điện Hòn Gai 7,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; early retirement
Nhà máy điện Cẩm Phả 8,Coal,Cancelled,N/A,Quảng Ninh,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; ESG compliance
Nhà máy điện Nghi Sơn 8,Coal,Cancelled,N/A,Thanh Hóa,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; financing halt
Nhà máy điện Bà Rịa 8,Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8, Table 3.2, https://moit.gov.vn/","IEA Vietnam Energy Review 2023, Ch.4, https://www.iea.org/reports/vietnam-energy-review-2023",PDP8 cancelled; LNG transition
Nhà máy điện Cà Mau 8,Coal,Cancelled,N/A,Cà Mau,0,"PDP8, Table 3.2, https://moit.gov.vn/","EVN Plant Directory, https://www.evn.vn/",PDP8 cancelled; grid constraints
Nhà máy điện Ninh Thuận 8,Coal,Cancelled,N/A,Ninh Thuận,0,"PDP8, Table 3.2, https://moit.gov.vn/","World Bank Vietnam Power Sector Report 2022, Sec.5.1, https://www.worldbank.org/en/country/vietnam",PDP8 cancelled; water scarcity
