arm,model,run,name,clean_name,fuel,status,capacity_mwe,province
arm1,gpt-5.5,2,Nhà máy điện Kiên Giang 2,nha may dien kien giang 2,unknown,proposed,750.0,kien giang
arm1,gpt-5.5,2,Trung tâm điện lực miền Trung 500 MW,trung tam dien luc mien trung 500 mw,unknown,proposed,500.0,not specified
arm1,gpt-5.5,2,Tuabin khí hỗn hợp Phú Mỹ chạy LNG bổ sung,tuabin khi hon hop phu my chay lng bo sung,imported gas,operational,0.0,ba ria–vung tau
arm1,gpt-5.5,2,Nhà máy điện Kiên Giang 1,nha may dien kien giang 1,unknown,proposed,750.0,kien giang
arm1,gpt-5.5,2,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm1,gpt-5.5,3,Nhà máy nhiệt điện Phả Lại,nha may nhiet dien pha lai,coal,operational,1040.0,hai duong
arm1,gpt-5.5,3,Nhà máy điện Bà Rịa,nha may dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm1,gpt-5.5,3,Nhà máy nhiệt điện Cẩm Phả,nha may nhiet dien cam pha,coal,operational,600.0,quang ninh
arm1,gpt-5.5,3,Nhà máy nhiệt điện Duyên Hải 3 mở rộng,nha may nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm1,gpt-5.5,3,Nhà máy nhiệt điện Na Dương,nha may nhiet dien na duong,coal,operational,110.0,lang son
arm1,gpt-5.5,3,Nhà máy điện Trà Nóc,nha may dien tra noc,unknown,operational,193.0,can tho
arm1,gpt-5.5,4,Nhiệt điện Uông Bí mở rộng 1,nhiet dien uong bi mo rong 1,coal,operational,300.0,quang ninh
arm1,gpt-5.5,4,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,100.0,lang son
arm1,gpt-5.5,4,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm1,gpt-5.5,4,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,gpt-5.5,4,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria–vung tau
arm1,gpt-5.5,4,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm1,gpt-5.5,5,Điện khí Lô B – Ô Môn trung tâm phụ trợ,dien khi lo b – o mon trung tam phu tro,unknown,proposed,30.0,can tho/kien giang region
arm1,gpt-5.5,5,Nhiệt điện Kiên Lương 1,nhiet dien kien luong 1,coal,cancelled,1200.0,kien giang
arm1,gpt-5.5,5,Trung tâm điện lực Kiên Lương giai đoạn sau,trung tam dien luc kien luong giai doan sau,coal,cancelled,2000.0,kien giang
arm1,gpt-5.5,5,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm1,gpt-5.5,5,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,gpt-5.5,5,Nhiệt điện Nam Định 2,nhiet dien nam dinh 2,coal,cancelled,1200.0,nam dinh
arm1,gpt-5.5,5,Điện LNG Cà Mau 3,dien lng ca mau 3,imported gas,proposed,1500.0,ca mau
arm1,gpt-5.5,5,Nhiệt điện Kiên Lương 2,nhiet dien kien luong 2,coal,cancelled,1200.0,kien giang
arm1,gpt-5.5,5,Nhiệt điện Sông Hậu 3,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm1,gpt-5.5,5,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm1,gpt-5.5,5,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria–vung tau
arm1,gpt-5.5,5,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Nhiệt điện Uông Bí 2,nha may nhiet dien uong bi 2,coal,operational,300.0,quang ninh
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Nhiệt điện Cẩm Phả,nha may nhiet dien cam pha,coal,operational,600.0,quang ninh
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Nhiệt điện Vĩnh Tân 4 Mở rộng,nha may nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,qwen3.7-max-2026-05-20,1,Dự án Nhiệt điện Ô Môn III & IV,du an nhiet dien o mon 3 & 4,imported gas,unknown,1500.0,can tho
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Điện khí Nhơn Trạch 3 & 4,nha may dien khi nhon trach 3 & 4,imported gas,constructing,1600.0,dong nai
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Điện khí Bà Rịa,nha may dien khi ba ria,unknown,operational,240.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Nhiệt điện Uông Bí Mở rộng,nha may nhiet dien uong bi mo rong,coal,operational,600.0,quang ninh
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Nhiệt điện Cẩm Phả,nha may nhiet dien cam pha,coal,operational,600.0,quang ninh
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Nhiệt điện Vĩnh Tân 4 Mở rộng,nha may nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Khí Lô B - Ô Môn,nha may dien khi lo b - o mon,unknown,unknown,3000.0,can tho / kien giang
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Nhơn Trạch 3 & 4,nha may dien nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Bà Rịa,nha may dien ba ria,unknown,operational,310.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,3,Nhiệt điện Uông Bí 2,nhiet dien uong bi 2,coal,operational,300.0,quang ninh
arm1,qwen3.7-max-2026-05-20,3,NMNĐ Duyên Hải 3 Mở rộng,nmnd duyen hai 3 mo rong,coal,operational,660.0,tra vinh
arm1,qwen3.7-max-2026-05-20,3,NMNĐ Vĩnh Tân 4 Mở rộng,nmnd vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,qwen3.7-max-2026-05-20,3,Nhà máy Điện khí Bà Rịa,nha may dien khi ba ria,unknown,operational,240.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Nhiệt điện Uông Bí 2,nha may nhiet dien uong bi 2,coal,operational,300.0,quang ninh
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Nhiệt điện Vĩnh Tân 4 Mở rộng,nha may nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Điện khí Nhơn Trạch 3 & 4,nha may dien khi nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Điện khí Bà Rịa,nha may dien khi ba ria,unknown,operational,276.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,5,Nhà máy Nhiệt điện Uông Bí 2,nha may nhiet dien uong bi 2,coal,operational,300.0,quang ninh
arm1,qwen3.7-max-2026-05-20,5,Nhà máy Nhiệt điện Duyên Hải 3 Mở rộng,nha may nhiet dien duyen hai 3 mo rong,coal,operational,660.0,tra vinh
arm1,qwen3.7-max-2026-05-20,5,Nhà máy Nhiệt điện Vĩnh Tân 4 Mở rộng,nha may nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm1,qwen3.7-max-2026-05-20,5,Nhà máy Điện khí Nhơn Trạch 3 & 4,nha may dien khi nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm2,claude-opus-4-6,2,Duyên Hải 3 MR / DH3 Ext.,duyen hai 3 mr / dh3 ext.,coal,operational,688.0,tra vinh
arm2,claude-opus-4-6,2,Vĩnh Tân 4 MR / Vinh Tan 4 Ext.,vinh tan 4 mr / vinh tan 4 ext.,coal,operational,600.0,binh thuan
arm2,claude-opus-4-6,2,**Coal Shelved Subtotal**,**coal shelved subtotal**,unknown,unknown,7700.0,
arm2,claude-opus-4-6,2,**Dom. Gas Pre-con Subtotal**,**dom. gas pre-con subtotal**,unknown,unknown,4990.0,
arm2,claude-opus-4-6,2,**Coal Cancelled Subtotal**,**coal cancelled subtotal**,unknown,unknown,12000.0,
arm2,claude-opus-4-6,2,**Coal Operating Subtotal**,**coal operating subtotal**,unknown,unknown,24804.0,
arm2,claude-opus-4-6,2,**LNG Operating Subtotal**,**lng operating subtotal**,unknown,unknown,1500.0,
arm2,claude-opus-4-6,2,**Coal U/C Subtotal**,**coal u/c subtotal**,unknown,unknown,4300.0,
arm2,claude-opus-4-6,2,**LNG Pre-con/Dev Subtotal**,**lng pre-con/dev subtotal**,unknown,unknown,29000.0,
arm2,claude-opus-4-6,2,**Domestic Gas Operating Subtotal**,**domestic gas operating subtotal**,unknown,unknown,8238.0,
arm2,claude-opus-4-6,3,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm2,claude-opus-4-6,3,LNG Công Thanh,cong thanh,coal,unknown,1500.0,thanh hoa
arm2,claude-opus-4-6,3,Cẩm Phả 1 & 2,cam pha 1 & 2,coal,operational,670.0,quang ninh
arm2,claude-opus-4-6,4,Uông Bí MR / Uong Bi Expansion,uong bi mr / uong bi expansion,coal,operational,630.0,quang ninh
arm2,claude-opus-4-6,4,Vĩnh Tân 4 MR / Vinh Tan 4 Ext,vinh tan 4 mr / vinh tan 4 ext,coal,operational,600.0,binh thuan
arm2,claude-opus-4-6,4,Duyên Hải 3 MR / Duyen Hai 3 Ext,duyen hai 3 mr / duyen hai 3 ext,coal,operational,688.0,tra vinh
arm2,claude-opus-4-6,5,Cẩm Phả I & II,cam pha 1 & 2,coal,operational,670.0,quang ninh
arm2,mistral-large-2512,1,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,400.0,ba ria - vung tau
arm2,mistral-large-2512,1,Nhiệt điện LNG Sơn Mỹ I & II,nhiet dien lng son my 1 & 2,imported gas,unknown,4000.0,binh thuan
arm2,mistral-large-2512,1,Nhiệt điện Long An,nhiet dien long an,imported gas,cancelled,1500.0,long an
arm2,mistral-large-2512,1,"Nhiệt điện Phú Mỹ 1, 2.1, 3, 4","nhiet dien phu my 1, 2.1, 3, 4",unknown,operational,1500.0,ba ria - vung tau
arm2,mistral-large-2512,1,Nhiệt điện Cà Mau 1 & 2,nhiet dien ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,mistral-large-2512,1,Nhiệt điện Phả Lại 1 & 2,nhiet dien pha lai 1 & 2,coal,operational,1800.0,hai duong
arm2,mistral-large-2512,1,Nhiệt điện Duyên Hải 1 & 3,nhiet dien duyen hai 1 & 3,coal,operational,2490.0,tra vinh
arm2,mistral-large-2512,1,Nhiệt điện Nhơn Trạch 3 & 4,nhiet dien nhon trach 3 & 4,imported gas,operational,1624.0,dong nai
arm2,mistral-large-2512,1,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,220.0,lang son
arm2,mistral-large-2512,1,"Nhiệt điện Ô Môn 1, 2, 3","nhiet dien o mon 1, 2, 3",unknown,operational,1050.0,can tho
arm2,mistral-large-2512,2,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,120.0,ba ria - vung tau
arm2,mistral-large-2512,2,Nhiệt điện LNG Sơn Mỹ 1 & 2,nhiet dien lng son my 1 & 2,imported gas,proposed,4800.0,binh thuan
arm2,mistral-large-2512,2,Nhiệt điện Cà Mau 1 & 2,nhiet dien ca mau 1 & 2,unknown,operational,3000.0,ca mau
arm2,mistral-large-2512,2,Nhiệt điện Nhơn Trạch 3 & 4,nhiet dien nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm2,mistral-large-2512,2,Nhiệt điện Ô Môn 3 & 4,nhiet dien o mon 3 & 4,imported gas,proposed,1500.0,can tho
arm2,mistral-large-2512,2,Nhiệt điện Sông Hậu 3,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm2,mistral-large-2512,2,Nhiệt điện Phả Lại 1 & 2,nhiet dien pha lai 1 & 2,coal,operational,2400.0,hai duong
arm2,mistral-large-2512,3,Nhà máy Nhiệt điện Uông Bí 2,nha may nhiet dien uong bi 2,coal,operational,600.0,quang ninh
arm2,mistral-large-2512,3,Nhà máy Nhiệt điện Formosa,nha may nhiet dien formosa,coal,operational,300.0,ha tinh
arm2,mistral-large-2512,3,Nhà máy Nhiệt điện Kiên Lương,nha may nhiet dien kien luong,coal,cancelled,2400.0,kien giang
arm2,mistral-large-2512,4,Nhiệt điện Cam Pha,nhiet dien cam pha,coal,operational,300.0,quang ninh
arm2,mistral-large-2512,4,Nhà máy điện hạt nhân Ninh Thuận 1,nha may dien hat nhan ninh thuan 1,unknown,planned,2400.0,ninh thuan
arm2,mistral-large-2512,4,Nhà máy điện rác,nha may dien rac,unknown,operational,150.0,various
arm2,mistral-large-2512,4,Nhiệt điện Formosa,nhiet dien formosa,coal,operational,1200.0,ha tinh
arm2,mistral-large-2512,4,Nhiệt điện Block B – Ô Môn,nhiet dien block b – o mon,gas,planned,3000.0,kien giang
arm2,mistral-large-2512,4,Nhiệt điện Nhơn Trạch 3 & 4,nhiet dien nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm2,mistral-large-2512,4,Nhiệt điện Duyên Hải 1 & 3,nhiet dien duyen hai 1 & 3,coal,operational,2488.0,tra vinh
arm2,mistral-large-2512,4,Nhiệt điện Kiên Lương,nhiet dien kien luong,coal,cancelled,2400.0,kien giang
arm2,mistral-large-2512,4,Nhà máy điện hạt nhân Ninh Thuận 2,nha may dien hat nhan ninh thuan 2,unknown,planned,2400.0,ninh thuan
arm2,mistral-large-2512,4,Nhà máy điện sinh khối KCP,nha may dien sinh khoi kcp,unknown,operational,30.0,various
arm2,mistral-large-2512,4,Nhiệt điện Vân Phong 1,nhiet dien van phong 1,coal,operational,1320.0,khanh hoa
arm2,mistral-large-2512,4,Nhiệt điện Mông Dương 2,nhiet dien mong duong 2,coal,operational,1244.0,quang ninh
arm2,mistral-large-2512,4,Nhà máy điện sinh khối,nha may dien sinh khoi,unknown,operational,200.0,various
arm2,mistral-large-2512,4,Nhà máy điện rác Sóc Sơn,nha may dien rac soc son,unknown,operational,75.0,ha noi
arm2,mistral-large-2512,5,Nhiệt điện LNG Sơn Mỹ I & II,nhiet dien lng son my 1 & 2,imported gas,proposed,4500.0,binh thuan
arm2,mistral-large-2512,5,Nhiệt điện Block B,nhiet dien block b,unknown,proposed,6900.0,multiple
arm2,mistral-large-2512,5,Nhiệt điện Nhơn Trạch 3 & 4,nhiet dien nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm2,mistral-large-2512,5,Nhiệt điện LNG Quảng Trạch 3,nhiet dien lng quang trach 3,imported gas,proposed,1500.0,quang binh
arm2,mistral-large-2512,5,Nhiệt điện Sông Hậu 3,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm2,gpt-5.5-2026-04-23,1,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm2,gpt-5.5-2026-04-23,1,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm2,gpt-5.5-2026-04-23,1,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm2,gpt-5.5-2026-04-23,1,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Cái Lân,nhiet dien cai lan,unknown,operational,39.0,quang ninh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Uông Bí mở rộng 1,nhiet dien uong bi mo rong 1,coal,operational,300.0,quang ninh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Duyên Hải 3 mở rộng,nhiet dien duyen hai 3 mo rong,coal,operational,688.0,tra vinh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 2,nhiet dien kien luong 2,coal,cancelled,1200.0,kien giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Vĩnh Tân 5,nhiet dien vinh tan 5,coal,cancelled,1200.0,binh thuan
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Sông Hậu 3,nhiet dien song hau 3,coal,cancelled,2000.0,hau giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 1,nhiet dien kien luong 1,coal,cancelled,1200.0,kien giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Na Dương,nhiet dien na duong,coal,operational,110.0,lang son
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Cẩm Phả,nhiet dien cam pha,coal,operational,680.0,quang ninh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Vân Phong 2,nhiet dien van phong 2,coal,cancelled,1320.0,khanh hoa
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Uông Bí mở rộng 2,nhiet dien uong bi mo rong 2,coal,operational,330.0,quang ninh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Vĩnh Tân 4 mở rộng,nhiet dien vinh tan 4 mo rong,coal,operational,600.0,binh thuan
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 3,nhiet dien kien luong 3,coal,cancelled,2000.0,kien giang
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Cái Lân,nhiet dien cai lan,coal,operational,39.0,quang ninh
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Bà Rịa,nhiet dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm2,gpt-5.5-2026-04-23,3,Điện khí dư Hòa Phát 2,dien khi du hoa phat 2,unknown,proposed,300.0,quang ngai
