arm,model,run,name,clean_name,fuel,status,capacity_mwe,province
arm1,gpt-5.5,2,Tuabin khí hỗn hợp Phú Mỹ chạy LNG bổ sung,tuabin khi hon hop phu my chay lng bo sung,imported gas,operational,0.0,ba ria–vung tau
arm1,gpt-5.5,2,Nhà máy điện Kiên Giang 1,dien kien giang 1,unknown,proposed,750.0,kien giang
arm1,gpt-5.5,3,Nhà máy điện Bà Rịa,dien ba ria,unknown,operational,389.0,ba ria - vung tau
arm1,gpt-5.5,3,Nhà máy điện Trà Nóc,dien tra noc,unknown,operational,193.0,can tho
arm1,gpt-5.5,5,Điện khí Lô B – Ô Môn trung tâm phụ trợ,dien khi lo b – o mon trung tam phu tro,unknown,proposed,30.0,can tho/kien giang region
arm1,gpt-5.5,5,Nhiệt điện Kiên Lương 1,kien luong 1,coal,cancelled,1200.0,kien giang
arm1,gpt-5.5,5,Trung tâm điện lực Kiên Lương giai đoạn sau,trung tam dien luc kien luong giai doan sau,coal,cancelled,2000.0,kien giang
arm1,gpt-5.5,5,Nhiệt điện Nam Định 2,nam dinh 2,coal,cancelled,1200.0,nam dinh
arm1,gpt-5.5,5,Điện LNG Cà Mau 3,dien lng ca mau 3,imported gas,proposed,1500.0,ca mau
arm1,gpt-5.5,5,Nhiệt điện Kiên Lương 2,kien luong 2,coal,cancelled,1200.0,kien giang
arm1,gpt-5.5,5,Nhiệt điện Sông Hậu 3,song hau 3,coal,cancelled,2000.0,hau giang
arm1,qwen3.7-max-2026-05-20,1,Dự án Nhiệt điện Ô Môn III & IV,du an o mon 3 & 4,imported gas,unknown,1500.0,can tho
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Điện khí Nhơn Trạch 3 & 4,dien khi nhon trach 3 & 4,imported gas,constructing,1600.0,dong nai
arm1,qwen3.7-max-2026-05-20,1,Nhà máy Điện khí Bà Rịa,dien khi ba ria,unknown,operational,240.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Khí Lô B - Ô Môn,dien khi lo b - o mon,unknown,unknown,3000.0,can tho / kien giang
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Nhơn Trạch 3 & 4,dien nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm1,qwen3.7-max-2026-05-20,2,Nhà máy Điện Bà Rịa,dien ba ria,unknown,operational,310.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,3,Nhà máy Điện khí Bà Rịa,dien khi ba ria,unknown,operational,240.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Điện khí Nhơn Trạch 3 & 4,dien khi nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm1,qwen3.7-max-2026-05-20,4,Nhà máy Điện khí Bà Rịa,dien khi ba ria,unknown,operational,276.0,ba ria - vung tau
arm1,qwen3.7-max-2026-05-20,5,Nhà máy Điện khí Nhơn Trạch 3 & 4,dien khi nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm2,claude-opus-4-6,2,**Coal Cancelled Subtotal**,**coal cancelled subtotal**,unknown,unknown,12000.0,
arm2,claude-opus-4-6,2,**Coal Shelved Subtotal**,**coal shelved subtotal**,unknown,unknown,7700.0,
arm2,claude-opus-4-6,2,**LNG Pre-con/Dev Subtotal**,**lng pre-con/dev subtotal**,unknown,unknown,29000.0,
arm2,claude-opus-4-6,2,**Coal Operating Subtotal**,**coal operating subtotal**,unknown,unknown,24804.0,
arm2,claude-opus-4-6,2,**LNG Operating Subtotal**,**lng operating subtotal**,unknown,unknown,1500.0,
arm2,claude-opus-4-6,2,**Coal U/C Subtotal**,**coal u/c subtotal**,unknown,unknown,4300.0,
arm2,claude-opus-4-6,2,**Domestic Gas Operating Subtotal**,**domestic gas operating subtotal**,unknown,unknown,8238.0,
arm2,claude-opus-4-6,2,**Dom. Gas Pre-con Subtotal**,**dom. gas pre-con subtotal**,unknown,unknown,4990.0,
arm2,claude-opus-4-6,3,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm2,claude-opus-4-6,3,LNG Công Thanh,cong thanh,coal,unknown,1500.0,thanh hoa
arm2,claude-opus-4-6,3,Cẩm Phả 1 & 2,cam pha 1 & 2,coal,operational,670.0,quang ninh
arm2,claude-opus-4-6,5,Cẩm Phả I & II,cam pha 1 & 2,coal,operational,670.0,quang ninh
arm2,mistral-large-2512,1,Nhiệt điện Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1624.0,dong nai
arm2,mistral-large-2512,1,Nhiệt điện Cà Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,mistral-large-2512,1,Nhiệt điện Duyên Hải 1 & 3,duyen hai 1 & 3,coal,operational,2490.0,tra vinh
arm2,mistral-large-2512,1,Nhiệt điện Phả Lại 1 & 2,pha lai 1 & 2,coal,operational,1800.0,hai duong
arm2,mistral-large-2512,2,Nhiệt điện Cà Mau 1 & 2,ca mau 1 & 2,unknown,operational,3000.0,ca mau
arm2,mistral-large-2512,2,Nhiệt điện Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm2,mistral-large-2512,2,Nhiệt điện Ô Môn 3 & 4,o mon 3 & 4,imported gas,proposed,1500.0,can tho
arm2,mistral-large-2512,2,Nhiệt điện Sông Hậu 3,song hau 3,coal,cancelled,2000.0,hau giang
arm2,mistral-large-2512,2,Nhiệt điện Phả Lại 1 & 2,pha lai 1 & 2,coal,operational,2400.0,hai duong
arm2,mistral-large-2512,3,Nhà máy Nhiệt điện Kiên Lương,kien luong,coal,cancelled,2400.0,kien giang
arm2,mistral-large-2512,4,Nhà máy điện rác,dien rac,unknown,operational,150.0,various
arm2,mistral-large-2512,4,Nhà máy điện hạt nhân Ninh Thuận 1,dien hat nhan ninh thuan 1,unknown,planned,2400.0,ninh thuan
arm2,mistral-large-2512,4,Nhiệt điện Block B – Ô Môn,block b – o mon,gas,planned,3000.0,kien giang
arm2,mistral-large-2512,4,Nhiệt điện Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm2,mistral-large-2512,4,Nhiệt điện Duyên Hải 1 & 3,duyen hai 1 & 3,coal,operational,2488.0,tra vinh
arm2,mistral-large-2512,4,Nhiệt điện Kiên Lương,kien luong,coal,cancelled,2400.0,kien giang
arm2,mistral-large-2512,4,Nhà máy điện hạt nhân Ninh Thuận 2,dien hat nhan ninh thuan 2,unknown,planned,2400.0,ninh thuan
arm2,mistral-large-2512,4,Nhà máy điện sinh khối KCP,dien sinh khoi kcp,unknown,operational,30.0,various
arm2,mistral-large-2512,4,Nhiệt điện BOT Mông Dương 2,bot mong duong 2,coal,operational,1244.0,quang ninh
arm2,mistral-large-2512,4,Nhà máy điện sinh khối,dien sinh khoi,unknown,operational,200.0,various
arm2,mistral-large-2512,4,Nhà máy điện rác Sóc Sơn,dien rac soc son,unknown,operational,75.0,ha noi
arm2,mistral-large-2512,5,Nhiệt điện Block B,block b,unknown,proposed,6900.0,multiple
arm2,mistral-large-2512,5,Nhiệt điện Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm2,mistral-large-2512,5,Nhiệt điện LNG Quảng Trạch 3,lng quang trach 3,imported gas,proposed,1500.0,quang binh
arm2,mistral-large-2512,5,Nhiệt điện Sông Hậu 3,song hau 3,coal,cancelled,2000.0,hau giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Cái Lân,cai lan,unknown,operational,39.0,quang ninh
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 2,kien luong 2,coal,cancelled,1200.0,kien giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Vĩnh Tân 5,vinh tan 5,coal,cancelled,1200.0,binh thuan
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Sông Hậu 3,song hau 3,coal,cancelled,2000.0,hau giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 1,kien luong 1,coal,cancelled,1200.0,kien giang
arm2,gpt-5.5-2026-04-23,2,Nhiệt điện Kiên Lương 3,kien luong 3,coal,cancelled,2000.0,kien giang
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Cái Lân,cai lan,coal,operational,39.0,quang ninh
arm2,gpt-5.5-2026-04-23,3,Điện khí dư Hòa Phát 2,dien khi du hoa phat 2,unknown,proposed,300.0,quang ngai
arm2,gpt-5.5-2026-04-23,3,Điện đồng phát Đức Giang,dien duc giang,coal,proposed,100.0,lao cai
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Cà Mau 1 và 2,ca mau 1 va 2,unknown,operational,1500.0,ca mau
arm2,gpt-5.5-2026-04-23,3,Nhiệt điện Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,operational,1624.0,dong nai
arm2,gpt-5.5-2026-04-23,4,Nhiệt điện Kiên Giang 1,kien giang 1,unknown,cancelled,750.0,kien giang
arm2,gpt-5.5-2026-04-23,5,Nhiệt điện Kiên Lương,kien luong,coal,cancelled,4400.0,kien giang
arm2,qwen3.7-max-2026-05-20,1,Son My I & II,son my 1 & 2,imported gas,proposed,3750.0,binh thuan
arm2,qwen3.7-max-2026-05-20,1,Nhon Trach 3 & 4,nhon trach 3 & 4,imported gas,constructing,1624.0,dong nai
arm2,qwen3.7-max-2026-05-20,1,Pha Lai 1 & 2,pha lai 1 & 2,coal,operational,1040.0,hai duong
arm2,qwen3.7-max-2026-05-20,1,Ca Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,qwen3.7-max-2026-05-20,1,Vung Ang 2 & 3,vung ang 2 & 3,coal,cancelled,2400.0,ha tinh
arm2,qwen3.7-max-2026-05-20,1,Long Phu 2 & 3,long phu 2 & 3,coal,cancelled,2400.0,soc trang
arm2,qwen3.7-max-2026-05-20,3,Nhơn Trạch 1 & 2,nhon trach 1 & 2,gas,operational,1200.0,dong nai
arm2,qwen3.7-max-2026-05-20,3,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1760.0,dong nai
arm2,qwen3.7-max-2026-05-20,4,Cà Mau 1 & 2,ca mau 1 & 2,unknown,operational,1500.0,ca mau
arm2,qwen3.7-max-2026-05-20,4,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm2,qwen3.7-max-2026-05-20,4,LNG Thị Vải,thi vai,imported gas,unknown,900.0,ba ria - vung tau
arm2,qwen3.7-max-2026-05-20,5,Nhà máy Điện Cà Mau 1 & 2,dien ca mau 1 & 2,gas,operational,1420.0,ca mau
arm2,qwen3.7-max-2026-05-20,5,Nhà máy Điện Nhơn Trạch 3 và 4,dien nhon trach 3 va 4,imported gas,constructing,900.0,dong nai
arm3,claude-opus-4-6,1,NĐ Formosa HT (Phase 1),formosa ht,unknown,unknown,500.0,ha tinh
arm3,claude-opus-4-6,1,NĐ đồng phát Hải Hà 2–4,hai ha 2–4,unknown,unknown,1800.0,quang ninh
arm3,claude-opus-4-6,2,NĐ Hòa Phát II,hoa phat 2,unknown,unknown,300.0,quang ngai
arm3,claude-opus-4-6,3,Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,claude-opus-4-6,3,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,ha tinh
arm3,claude-opus-4-6,3,NĐ đồng phát Hải Hà 2–4,hai ha 2–4,coal,proposed,1800.0,quang ninh
arm3,claude-opus-4-6,3,Nhiệt điện Cẩm Phả I & II,cam pha 1 & 2,coal,operational,600.0,quang ninh
arm3,claude-opus-4-6,3,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,3,NĐ Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,3,Tua bin khí Thủ Đức,tua bin khi thu duc,oil,operational,113.0,hcm city
arm3,claude-opus-4-6,3,Tua bin khí Cần Thơ,tua bin khi can tho,unknown,operational,155.0,can tho
arm3,claude-opus-4-6,4,"NĐ Cần Thơ (S4, dầu)",can tho,unknown,operational,33.0,can tho
arm3,claude-opus-4-6,4,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,claude-opus-4-6,4,NĐ Hoà Phát II (khí dư),hoa phat 2,coal,proposed,300.0,quang ngai
arm3,claude-opus-4-6,4,NĐ Cẩm Phả I & II,cam pha 1 & 2,coal,operational,600.0,quang ninh
arm3,claude-opus-4-6,4,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,4,NĐ Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,4,LNG Công Thanh,cong thanh,unknown,proposed,1500.0,thanh hoa
arm3,claude-opus-4-6,4,TBK Thủ Đức,thu duc,unknown,operational,113.0,tp ho chi minh
arm3,claude-opus-4-6,4,NĐ đồng phát Hải Hà 2–4,hai ha 2–4,coal,proposed,1800.0,quang ninh
arm3,claude-opus-4-6,5,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,quang ngai
arm3,claude-opus-4-6,5,TBKHH Kiên Giang I & II,kien giang 1 & 2,unknown,cancelled,1500.0,kien giang
arm3,claude-opus-4-6,5,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,claude-opus-4-6,5,Thủ Đức (tua bin khí),thu duc,oil,operational,113.0,tp.hcm
arm3,claude-opus-4-6,5,Cần Thơ (S4),can tho,unknown,operational,33.0,can tho
arm3,claude-opus-4-6,5,NMĐ Nhơn Trạch 3&4 (row),nhon trach 3&4,unknown,unknown,0.0,—
arm3,mistral-large-2512,2,Bình Định I,binh dinh 1,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,2,Rạng Đông,rang dong,coal,proposed,2400.0,nam dinh
arm3,mistral-large-2512,2,Bình Định II,binh dinh 2,coal,proposed,2000.0,binh dinh
arm3,mistral-large-2512,2,Phú Yên,phu yen,coal,proposed,4000.0,phu yen
arm3,mistral-large-2512,2,LNG Thái Bình,thai binh,imported gas,proposed,1500.0,thai binh
arm3,mistral-large-2512,2,Kiên Lương,kien luong,coal,cancelled,3600.0,kien giang
arm3,mistral-large-2512,2,Nghi Sơn III,nghi son 3,coal,proposed,1200.0,thanh hoa
arm3,mistral-large-2512,2,Kim Sơn,kim son,coal,proposed,3000.0,ninh binh
arm3,mistral-large-2512,2,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,constructing,1500.0,dong nai
arm3,mistral-large-2512,2,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,2,Bourbon,bourbon,oil,operational,24.0,ba ria - vung tau
arm3,mistral-large-2512,2,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,mistral-large-2512,2,Kiên Giang I,kien giang 1,imported gas,cancelled,750.0,kien giang
arm3,mistral-large-2512,2,Phú Thọ,phu tho,coal,proposed,600.0,phu tho
arm3,mistral-large-2512,3,NMĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,mistral-large-2512,3,NMĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,operational,300.0,hai duong
arm3,mistral-large-2512,3,NMĐ Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,unknown,1500.0,dong nai
arm3,mistral-large-2512,3,NMĐ Kiên Lương,kien luong,coal,cancelled,1900.0,kien giang
arm3,mistral-large-2512,4,Bình Định II,binh dinh 2,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,4,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,operational,1500.0,dong nai
arm3,mistral-large-2512,4,Hải Hà I-IV (đang phát),hai ha 1-4,coal,operational,1800.0,quang ninh
arm3,mistral-large-2512,4,Kiên Lương III,kien luong 3,coal,proposed,1200.0,kien giang
arm3,mistral-large-2512,4,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,4,Bourbon,bourbon,oil,retired,24.0,ba ria - vung tau
arm3,mistral-large-2512,4,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,mistral-large-2512,4,Nam Định II,nam dinh 2,coal,proposed,1200.0,nam dinh
arm3,mistral-large-2512,4,Cẩm Thanh,cam thanh,coal,cancelled,600.0,quang ninh
arm3,mistral-large-2512,4,Bình Định I,binh dinh 1,coal,proposed,1200.0,binh dinh
arm3,mistral-large-2512,5,Nam Định II,nam dinh 2,coal,proposed,1200.0,nam dinh
arm3,mistral-large-2512,5,Nhơn Trạch 3 & 4,nhon trach 3 & 4,imported gas,unknown,1500.0,dong nai
arm3,mistral-large-2512,5,Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,mistral-large-2512,5,Kiên Lương,kien luong,coal,cancelled,1800.0,kien giang
arm3,mistral-large-2512,5,Bourbon,bourbon,oil,retired,24.0,ba ria - vung tau
arm3,mistral-large-2512,5,Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria - vung tau
arm3,gpt-5.5,1,NĐ Vedan / Vê Đan,vedan / ve dan,unknown,unknown,60.0,dong nai
arm3,gpt-5.5,1,NĐ Lục Nam,luc nam,coal,unknown,100.0,bac giang
arm3,gpt-5.5,1,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,unknown,300.0,quang ngai / dung quat
arm3,gpt-5.5,1,NĐ An Giang,an giang,coal,unknown,2000.0,an giang
arm3,gpt-5.5,1,NĐ Yên Hưng / Uông Bí III,yen hung / uong bi 3,coal,unknown,1200.0,quang ninh
arm3,gpt-5.5,1,NĐ Kiên Lương I–III,kien luong 1–3,coal,unknown,1200.0,kien giang
arm3,gpt-5.5,1,NĐ Nam Định II,nam dinh 2,coal,unknown,2000.0,nam dinh
arm3,gpt-5.5,1,NĐ Cần Thơ S4,can tho s4,unknown,unknown,33.0,can tho
arm3,gpt-5.5,1,NĐ Formosa Đồng Nai,formosa dong nai,unknown,unknown,150.0,dong nai
arm3,gpt-5.5,1,NĐ Rạng Đông,rang dong,coal,unknown,100.0,nam dinh
arm3,gpt-5.5,2,Formosa Đồng Nai,formosa dong nai,unknown,unknown,150.0,dong nai
arm3,gpt-5.5,2,Hòa Phát II gas dư,hoa phat 2 gas du,unknown,planned,300.0,n/a
arm3,gpt-5.5,2,Đức Giang CHP,duc giang chp,unknown,planned,100.0,n/a
arm3,gpt-5.5,2,Sông Hậu III,song hau 3,coal,unknown,2000.0,hau giang
arm3,gpt-5.5,2,Kiên Giang I–II gas,kien giang 1–2 gas,unknown,unknown,1500.0,kien giang
arm3,gpt-5.5,2,Kiên Lương coal,kien luong coal,coal,unknown,3600.0,kien giang
arm3,gpt-5.5,3,NĐ Cần Thơ hơi nước,can tho hoi nuoc,unknown,retired,33.0,can tho
arm3,gpt-5.5,3,NĐ Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,gpt-5.5,3,NĐ Rạng Đông,rang dong,coal,cancelled,100.0,nam dinh
arm3,gpt-5.5,3,NĐ khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,hai duong / dung quat unclear
arm3,gpt-5.5,3,NĐ Nam Định II,nam dinh 2,coal,proposed,2000.0,nam dinh
arm3,gpt-5.5,3,NĐ Bảo Đại,bao dai,coal,proposed,600.0,bac giang / unclear
arm3,gpt-5.5,3,NĐ Uông Bí III,uong bi 3,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,3,NĐ An Khánh II / Bắc Giang,an khanh 2 / bac giang,coal,constructing,650.0,bac giang
arm3,gpt-5.5,3,NMĐ Nhơn Trạch 3 và 4,nhon trach 3 va 4,imported gas,constructing,1624.0,dong nai
arm3,gpt-5.5,3,NĐ Than An Giang,than an giang,coal,cancelled,2000.0,an giang
arm3,gpt-5.5,3,NĐ Sông Hậu III,song hau 3,coal,proposed,2000.0,hau giang
arm3,gpt-5.5,3,TBKHH Miền Trung III,mien trung 3,unknown,cancelled,750.0,quang nam / quang ngai
arm3,gpt-5.5,3,NĐ Cẩm Thanh,cam thanh,coal,cancelled,600.0,thanh hoa
arm3,gpt-5.5,3,TTNĐ Kiên Lương III,ttnd kien luong 3,coal,cancelled,2000.0,kien giang
arm3,gpt-5.5,3,NĐ Than Bình Định I,than binh dinh 1,coal,cancelled,1200.0,binh dinh
arm3,gpt-5.5,3,NĐ Than miền Bắc 1000 MW,than mien bac 1000 mw,coal,cancelled,2000.0,bac bo unspecified
arm3,gpt-5.5,3,NĐ Lục Nam,luc nam,coal,cancelled,100.0,bac giang
arm3,gpt-5.5,3,TTNĐ Kiên Lương I,ttnd kien luong 1,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,3,TTNĐ Kiên Lương II,ttnd kien luong 2,coal,cancelled,1200.0,kien giang
arm3,gpt-5.5,3,NMĐ Đạm Phú Mỹ,dam phu my,unknown,operational,21.0,ba ria–vung tau
arm3,gpt-5.5,3,NĐ Vĩnh Tân VI,vinh tan vi,coal,cancelled,1200.0,binh thuan
arm3,gpt-5.5,3,NĐ Yên Hưng,yen hung,coal,cancelled,1200.0,quang ninh
arm3,gpt-5.5,3,NĐ Thủ Đức dầu,thu duc dau,unknown,retired,165.0,tp. ho chi minh
arm3,gpt-5.5,3,TBKHH Kiên Giang I,kien giang 1,unknown,cancelled,750.0,kien giang
arm3,gpt-5.5,4,Nhiệt điện than Vê Đan,than ve dan,coal,operational,60.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện Rạng Đông,rang dong,coal,proposed,100.0,nam dinh
arm3,gpt-5.5,4,Nhiệt điện Formosa Đồng Nai,formosa dong nai,coal,operational,150.0,dong nai
arm3,gpt-5.5,4,Nhiệt điện khí dư Hòa Phát II,khi du hoa phat 2,unknown,proposed,300.0,hai duong / dung quat unresolved
arm3,gpt-5.5,4,Nhiệt điện Bình Định II,binh dinh 2,coal,cancelled,2000.0,binh dinh
arm3,gpt-5.5,4,Nhiệt điện Phú Thọ,phu tho,coal,cancelled,600.0,phu tho
arm3,gpt-5.5,4,Trung tâm nhiệt điện Kiên Lương I,trung tam kien luong 1,coal,cancelled,1200.0,kien giang
