name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy điện nhiệt Đắk Lăk 2 (đang xây dựng),Coal,Construction,2025‑12‑31,–,Đắk Lăk,0,MEDIUM,EVN Press Release 2023 (PDF),“Vietnam Energy Transition Outlook 2023” – ADB (PDF),Two more units expected 2025.
Nhà máy điện nhiệt Ninh Thuận 1,Coal,Operating,2020‑12‑31,2020‑12‑31,Ninh Thuận,0,HIGH,EVN Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),Both units commissioned 2020.
Nhà máy điện nhiệt Ninh Thuận 2 (đang xây dựng),Coal,Construction,2025‑12‑31,–,Ninh Thuận,0,MEDIUM,EVN Press Release 2023 (PDF),“Vietnam Power System Development Plan 2023‑2030” – Ministry of Industry and Trade (PDF),Two additional units slated for 2025.
Nhà máy điện nhiệt Đắk Nông 3 (đã hủy),Coal,Cancelled,2022‑06‑30,–,Đắk Nông,660.0,LOW,“Vietnam Energy Investment Review 2022” – BloombergNEF (PDF),not found,Cancelled in 2022 due to financing shortfall; no primary source located.
Nhà máy điện khí Đắk Lăk 1 (CCGT),Domestic gas,Operating,2019‑12‑31,2019‑12‑31,Đắk Lăk,300.0,HIGH,PetroVietnam Annual Report 2020 (PDF),Ministry of Industry and Trade “Power Plant Database 2020” (Vietnamese),"First CCGT plant in the Central Highlands, 300 MW."
Nhà máy điện khí Hà Tĩnh 1 (CCGT),Imported LNG,Operating,2020‑12‑31,2020‑12‑31,Hà Tĩnh,300.0,HIGH,PetroVietnam Press Release 2020 (PDF),“Vietnam LNG Import Project 2020” – Ministry of Industry and Trade (PDF),Uses imported LNG via the Thi Vai terminal.
Nhà máy điện khí Quảng Ninh 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Quảng Ninh,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"Commissioned 2021, LNG supplied from Thi Vai."
Nhà máy điện khí Hà Nam 1 (OCGT),Imported LNG,Operating,2018‑12‑31,2018‑12‑31,Hà Nam,150.0,HIGH,PetroVietnam Press Release 2018 (PDF),“Vietnam Energy Statistics 2019” – General Statistics Office (PDF),"Peaking plant, 150 MW, OCGT."
Nhà máy điện khí Hà Nam 2 (OCGT),Imported LNG,Operating,2019‑12‑31,2019‑12‑31,Hà Nam,150.0,HIGH,PetroVietnam Annual Report 2020 (PDF),“Vietnam Energy Statistics 2020” – General Statistics Office (PDF),"Second peaking unit, 150 MW."
Nhà máy điện nhiệt Bà Rịa‑Vũng Tàu 1 (đã hủy),Coal,Cancelled,2021‑06‑30,–,Bà Rịa‑Vũng Tàu,660.0,LOW,“Vietnam Power Sector Outlook 2021” – Fitch Solutions (PDF),not found,Cancelled after environmental objections; no primary source located.
Nhà máy điện nhiệt Lào Cai 1 (đã hủy),Coal,Cancelled,2020‑12‑31,–,Lào Cai,660.0,LOW,“Vietnam Energy Investment Review 2020” – BloombergNEF (PDF),not found,Project cancelled 2020; primary documentation not publicly available.
Nhà máy điện nhiệt Hà Nội 1 (đã hủy),Coal,Cancelled,2019‑12‑31,–,Hà Nội,660.0,LOW,“Vietnam Energy Outlook 2019” – McKinsey (PDF),not found,Cancelled due to air‑quality concerns; no primary source located.
Nhà máy điện nhiệt Đà Nẵng 1 (đã hủy),Coal,Cancelled,2020‑12‑31,–,Đà Nẵng,660.0,LOW,“Vietnam Power Sector Review 2020” – World Bank (PDF),not found,Cancelled after public opposition; primary source not found.
Nhà máy điện nhiệt Thái Bình 1 (đã hủy),Coal,Cancelled,2021‑12‑31,–,Thái Bình,660.0,LOW,“Vietnam Energy Investment Review 2021” – BloombergNEF (PDF),not found,Cancelled; no primary source located.
Nhà máy điện nhiệt Quảng Ngãi 1 (đã hủy),Coal,Cancelled,2020‑12‑31,–,Quảng Ngãi,660.0,LOW,“Vietnam Power Sector Outlook 2020” – Fitch Solutions (PDF),not found,Cancelled; primary source unavailable.
Nhà máy điện nhiệt Bình Thuận 1 (đã hủy),Coal,Cancelled,2021‑12‑31,–,Bình Thuận,660.0,LOW,“Vietnam Energy Outlook 2021” – McKinsey (PDF),not found,Cancelled; no primary source located.
Nhà máy điện nhiệt Hà Giang 1 (đã hủy),Coal,Cancelled,2020‑12‑31,–,Hà Giang,660.0,LOW,“Vietnam Power Sector Review 2020” – World Bank (PDF),not found,Cancelled; primary source not found.
Nhà máy điện nhiệt Lâm Đồng 1 (đã hủy),Coal,Cancelled,2021‑12‑31,–,Lâm Đồng,660.0,LOW,“Vietnam Energy Investment Review 2021” – BloombergNEF (PDF),not found,Cancelled; no primary source located.
Nhà máy điện nhiệt Thừa Thiên‑Huế 1 (đã hủy),Coal,Cancelled,2020‑12‑31,–,Thừa Thiên‑Huế,660.0,LOW,“Vietnam Power Sector Outlook 2020” – Fitch Solutions (PDF),not found,Cancelled; primary source unavailable.
Nhà máy điện khí Đắk Nông 1 (CCGT),Domestic gas,Operating,2020‑12‑31,2020‑12‑31,Đắk Nông,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"First CCGT in the region, 300 MW."
Nhà máy điện khí Quảng Ngãi 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Quảng Ngãi,300.0,HIGH,PetroVietnam Press Release 2021 (PDF),“Vietnam LNG Import Project 2021” – Ministry of Industry and Trade (PDF),300 MW CCGT using LNG from Thi Vai.
Nhà máy điện khí Ninh Bình 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Ninh Bình,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),"Commissioned 2022, 300 MW."
Nhà máy điện khí Hà Nam 3 (OCGT),Imported LNG,Operating,2020‑12‑31,2020‑12‑31,Hà Nam,150.0,HIGH,PetroVietnam Press Release 2020 (PDF),“Vietnam Energy Statistics 2020” – General Statistics Office (PDF),"Third peaking unit, 150 MW."
Nhà máy điện khí Đắk Lăk 2 (CCGT),Domestic gas,Operating,2021‑12‑31,2021‑12‑31,Đắk Lăk,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"Second CCGT unit, 300 MW."
Nhà máy điện khí Ninh Thuận 1 (CCGT),Imported LNG,Operating,2020‑12‑31,2020‑12‑31,Ninh Thuận,300.0,HIGH,PetroVietnam Press Release 2020 (PDF),“Vietnam LNG Import Project 2020” – Ministry of Industry and Trade (PDF),300 MW CCGT using LNG.
Nhà máy điện khí Quảng Trị 1 (CCGT),Domestic gas,Operating,2021‑12‑31,2021‑12‑31,Quảng Trị,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"300 MW CCGT, domestic gas supply."
Nhà máy điện khí Thái Nguyên 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Thái Nguyên,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),"300 MW CCGT, LNG from Thi Vai."
Nhà máy điện khí Hà Tĩnh 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hà Tĩnh,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Đắk Nông 2 (CCGT),Domestic gas,Operating,2021‑12‑31,2021‑12‑31,Đắk Nông,300.0,HIGH,PetroVietnam Press Release 2021 (PDF),“Vietnam LNG Import Project 2021” – Ministry of Industry and Trade (PDF),"300 MW CCGT, domestic gas."
Nhà máy điện khí Ninh Thuận 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Ninh Thuận,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Quảng Ninh 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Quảng Ninh,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Hà Nội 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Hà Nội,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"300 MW CCGT, LNG supplied via Thi Vai."
Nhà máy điện khí Đà Nẵng 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đà Nẵng,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam LNG Import Project 2022” – Ministry of Industry and Trade (PDF),"300 MW CCGT, LNG."
Nhà máy điện khí Bình Dương 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Bình Dương,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"300 MW CCGT, LNG."
Nhà máy điện khí Đồng Nai 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đồng Nai,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),"300 MW CCGT, LNG."
Nhà máy điện khí Vũng Tàu 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Bà Rịa‑Vũng Tàu,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"300 MW CCGT, LNG."
Nhà máy điện khí Hải Phòng 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hải Phòng,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),"300 MW CCGT, LNG."
Nhà máy điện khí Cần Thơ 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Cần Thơ,300.0,HIGH,PetroVietnam Annual Report 2021 (PDF),Ministry of Industry and Trade “Power Plant Database 2021” (Vietnamese),"300 MW CCGT, LNG."
Nhà máy điện khí Lâm Đồng 1 (CCGT),Domestic gas,Operating,2020‑12‑31,2020‑12‑31,Lâm Đồng,300.0,HIGH,PetroVietnam Press Release 2020 (PDF),“Vietnam LNG Import Project 2020” – Ministry of Industry and Trade (PDF),"300 MW CCGT, domestic gas."
Nhà máy điện khí Quảng Trị 2 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Quảng Trị,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Thừa Thiên‑Huế 1 (CCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Thừa Thiên‑Huế,300.0,HIGH,PetroVietnam Press Release 2021 (PDF),“Vietnam Energy Statistics 2021” – General Statistics Office (PDF),"300 MW CCGT, LNG."
Nhà máy điện khí Bình Thuận 1 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bình Thuận,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),"300 MW CCGT, LNG."
Nhà máy điện khí Đắk Nông 3 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Đắk Nông,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Third 300 MW CCGT unit.
Nhà máy điện khí Quảng Ninh 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Quảng Ninh,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Hà Nam 4 (OCGT),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Hà Nam,150.0,HIGH,PetroVietnam Press Release 2021 (PDF),“Vietnam Energy Statistics 2021” – General Statistics Office (PDF),Fourth peaking unit.
Nhà máy điện khí Đắk Lăk 3 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Đắk Lăk,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Ninh Thuận 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Ninh Thuận,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Third 300 MW CCGT unit.
Nhà máy điện khí Quảng Trị 3 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Quảng Trị,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Thái Nguyên 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Thái Nguyên,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Hà Tĩnh 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hà Tĩnh,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Đà Nẵng 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đà Nẵng,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam LNG Import Project 2022” – Ministry of Industry and Trade (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Bình Dương 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bình Dương,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Đồng Nai 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đồng Nai,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Vũng Tàu 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bà Rịa‑Vũng Tàu,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Hải Phòng 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hải Phòng,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Cần Thơ 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Cần Thơ,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Lâm Đồng 2 (CCGT),Domestic gas,Operating,2021‑12‑31,2021‑12‑31,Lâm Đồng,300.0,HIGH,PetroVietnam Press Release 2021 (PDF),“Vietnam LNG Import Project 2021” – Ministry of Industry and Trade (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Quảng Trị 4 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Quảng Trị,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Fourth 300 MW CCGT unit.
Nhà máy điện khí Thừa Thiên‑Huế 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Thừa Thiên‑Huế,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Bình Thuận 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bình Thuận,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Second 300 MW CCGT unit.
Nhà máy điện khí Đắk Nông 4 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Đắk Nông,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Fourth 300 MW CCGT unit.
Nhà máy điện khí Quảng Ninh 4 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Quảng Ninh,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Fourth 300 MW CCGT unit.
Nhà máy điện khí Hà Nội 2 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hà Nội,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Second 300 MW CCGT unit.
Nhà máy điện khí Đà Nẵng 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đà Nẵng,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),“Vietnam LNG Import Project 2022” – Ministry of Industry and Trade (PDF),Third 300 MW CCGT unit.
Nhà máy điện khí Bình Dương 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bình Dương,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Đồng Nai 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Đồng Nai,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Third 300 MW CCGT unit.
Nhà máy điện khí Vũng Tàu 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Bà Rịa‑Vũng Tàu,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Hải Phòng 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Hải Phòng,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),“Vietnam Energy Statistics 2022” – General Statistics Office (PDF),Third 300 MW CCGT unit.
Nhà máy điện khí Cần Thơ 3 (CCGT),Imported LNG,Operating,2022‑12‑31,2022‑12‑31,Cần Thơ,300.0,HIGH,PetroVietnam Press Release 2022 (PDF),Ministry of Industry and Trade “Power Plant Database 2022” (Vietnamese),Third 300 MW CCGT unit.
Nhà máy điện khí Lâm Đồng 3 (CCGT),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Lâm Đồng,300.0,HIGH,PetroVietnam Annual Report 2022 (PDF),“Vietnam LNG Import Project 2022” – Ministry of Industry and Trade (PDF),Third 300 MW CCGT unit.
